Player_ID,LastName,FirstName,Jersey_Num,Position,Height,Weight,Birth_Date,Age,Birth_City,Birth_Country,Rookie,Team_ID,Team_Abbr.,Team_City,Team_Name
9323,Bayless,Jerryd,0,PG,"6'3""",200,8/20/88,29,"Phoenix, AZ",USA,N,85,PHI,Philadelphia,76ers
9211,Baynes,Aron,46,C,"6'10""",260,12/9/86,31,Gisborne,New Zealand,N,82,BOS,Boston,Celtics
9086,Bazemore,Kent,24,SG,"6'5""",201,7/1/89,28,"Kelford, NC",USA,N,91,ATL,Atlanta,Hawks
9523,Beal,Bradley,3,SG,"6'5""",207,6/28/93,24,"St. Louis, MO",USA,N,94,WAS,Washington,Wizards
9245,Beasley,Michael,8,PF,"6'9""",235,1/9/89,29,"Frederick, MD",USA,N,83,NYK,New York,Knicks
10133,Beasley,Malik,25,SG,"6'5""",196,11/26/96,21,"Atlanta, GA",USA,N,99,DEN,Denver,Nuggets
9470,Belinelli,Marco,3,SG,"6'5""",210,3/24/86,32,Bologna,Italy,N,85,PHI,Philadelphia,76ers
13764,Bell,Jordan,2,PF,"6'9""",224,1/7/95,23,"Los Angeles, CA",USA,Y,101,GSW,Golden State,Warriors
10156,Bembry,DeAndre',95,SF,"6'6""",210,7/4/94,23,"Charlotte, NC",USA,N,91,ATL,Atlanta,Hawks
10143,Bender,Dragan,35,PF,"7'1""",225,11/17/97,20,Capljina,Bosnia and Herzegovina,N,104,PHX,Phoenix,Suns
9544,Bennett,Anthony,13,PF,,,3/14/93,25,Toronto,Canada,N,84,BRO,Brooklyn,Nets
11964,Bentil,Ben,,PF,,,3/29/95,23,,Ghana,N,,,,
10109,Bertans,Davis,42,PF,"6'10""",210,11/12/92,25,Valmiera,Latvia,N,106,SAS,San Antonio,Spurs
9239,Beverley,Patrick,21,PG,"6'1""",185,7/12/88,29,"Chicago, IL",USA,N,102,LAC,Los Angeles,Clippers
13929,Bickerstaff,John-Blair,,C,,,1/27/18,0,,,N,107,MEM,Memphis,Grizzlies
13804,Birch,Khem,24,PF,"6'9""",220,9/28/92,25,Montreal,Canada,Y,95,ORL,Orlando,Magic
13771,Bird,Jabari,26,SG,"6'6""",198,7/1/94,23,"Walnut Creek, CA",USA,Y,82,BOS,Boston,Celtics
9497,Biyombo,Bismack,11,C,"6'9""",255,8/28/92,25,Lubumbashi,Democratic Republic of the Congo,N,95,ORL,Orlando,Magic
9348,Bjelica,Nemanja,8,SF,"6'10""",230,5/9/88,30,Belgrade,Serbia,N,100,MIN,Minnesota,Timberwolves
9284,Black,Tarik,28,PF,"6'9""",250,11/22/91,26,"Memphis, TN",USA,N,109,HOU,Houston,Rockets
9547,Blair,DeJuan,,C,,,4/22/89,29,"Pittsburgh, PA",USA,N,,,,
9205,Blake,Steve,22,PG,"6'3""",172,2/26/80,38,"Hollywood, FL",USA,N,,,,
13864,Blakeney,Antonio,9,PG,"6'4""",197,10/4/96,21,"Watertown, NY",USA,Y,89,CHI,Chicago,Bulls
9428,Bledsoe,Eric,6,PG,"6'1""",205,12/9/89,28,"Birmingham, AL",USA,N,90,MIL,Milwaukee,Bucks
13867,Blue,Vander,,SG,,,7/17/92,25,"Milwaukee, WI",USA,Y,105,LAL,Los Angeles,Lakers
13726,Bogdanovic,Bogdan,8,SG,"6'6""",205,8/18/92,25,Belgrade,Serbia,Y,103,SAC,Sacramento,Kings
9114,Bogdanovic,Bojan,44,SF,"6'8""",230,4/18/89,29,Mostar,Bosnia and Herzegovina,N,87,IND,Indiana,Pacers
9217,Bogut,Andrew,12,C,,,11/28/84,33,Melbourne,Australia,N,105,LAL,Los Angeles,Lakers
10106,Bolomboy,Joel,21,PF,,,1/28/94,24,Kiev,Ukraine,N,90,MIL,Milwaukee,Bucks
9481,Bonner,Matt,15,C,"6'10""",235,4/5/80,38,"Concord, NH",USA,N,,,,
9508,Booker,Trevor,35,PF,"6'8""",228,11/24/87,30,"Newberry, SC",USA,N,87,IND,Indiana,Pacers
9434,Booker,Devin,1,SG,"6'6""",210,10/30/96,21,"Grand Rapids, MI",USA,N,104,PHX,Phoenix,Suns
9308,Bosh,Chris,1,PF,,,3/24/84,34,"Dallas, TX",USA,N,,,,
13766,Boucher,Chris,25,PF,"6'10""",200,1/9/93,25,Castries,Saint Lucia,Y,101,GSW,Golden State,Warriors
9097,Bradley,Avery,22,SG,"6'2""",180,11/25/90,27,"Tacoma, WA",USA,N,102,LAC,Los Angeles,Clippers
13754,Bradley,Tony,13,C,"6'10""",248,1/6/98,20,"Bartow, FL",USA,Y,98,UTA,Utah,Jazz
9240,Brewer,Corey,3,SF,"6'9""",186,3/4/86,32,"Portland, TN",USA,N,96,OKL,Oklahoma City,Thunder
10127,Brogdon,Malcolm,13,SG,"6'5""",215,12/11/92,25,"Atlanta, GA",USA,N,90,MIL,Milwaukee,Bucks
13937,Brooks,Scott,,C,,,1/25/18,0,"French Camp, CA",USA,N,94,WAS,Washington,Wizards
13786,Brooks,Dillon,24,SF,"6'6""",220,1/22/96,22,Mississauga,Canada,Y,107,MEM,Memphis,Grizzlies
9154,Brooks,Aaron,30,PG,"6'0""",161,1/14/85,33,"Seattle, WA",USA,N,100,MIN,Minnesota,Timberwolves
14161,Brooks,MarShon,,SG,"6'5""",200,1/25/89,29,"Long Branch, NJ",USA,Y,107,MEM,Memphis,Grizzlies
9115,Brown,Markel,26,SG,"6'3""",190,1/29/92,26,"Pineville, LA",USA,N,109,HOU,Houston,Rockets
13789,Brown,Sterling,23,SG,"6'6""",230,2/10/95,23,"Maywood, IL",USA,Y,90,MIL,Milwaukee,Bucks
13922,Brown,Brett,,C,,,1/25/18,0,,,N,85,PHI,Philadelphia,76ers
10147,Brown,Bobby,8,PG,,,9/24/84,33,"Versailles, OH",USA,N,109,HOU,Houston,Rockets
9216,Brown,Lorenzo,17,PG,"6'5""",189,8/24/90,27,"Roswell, GA",USA,N,81,TOR,Toronto,Raptors
10090,Brown,Jaylen,7,SF,"6'7""",225,10/24/96,21,"Marietta, GA",USA,N,82,BOS,Boston,Celtics
9289,Brown,Anthony,21,SF,"6'7""",224,10/8/92,25,"Bellflower, CA",USA,N,100,MIN,Minnesota,Timberwolves
10118,Brussino,Nicolas,9,F,,,3/2/93,25,Santa Fe,Argentina,N,91,ATL,Atlanta,Hawks
13856,Bryant,Thomas,31,C,"6'10""",248,7/31/97,20,"Rochester, NY",USA,Y,105,LAL,Los Angeles,Lakers
13875,Budenholzer,Michael,,C,,,1/27/18,0,,,N,91,ATL,Atlanta,Hawks
9440,Budinger,Chase,10,SF,"6'7""",209,5/22/88,30,"Encinitas, CA",USA,N,,,,
9204,Bullock,Reggie,25,SF,"6'7""",205,3/16/91,27,"Baltimore, MD",USA,N,88,DET,Detroit,Pistons
9504,Burke,Trey,23,PG,"6'1""",191,11/12/92,25,"Columbus, OH",USA,N,83,NYK,New York,Knicks
9507,Burks,Alec,10,SG,"6'6""",214,7/20/91,26,"Grandview, MO",USA,N,98,UTA,Utah,Jazz
9545,Butler,Rasual,,SF,,,5/23/79,39,"Philadelphia, PA",USA,N,,,,
9152,Butler,Jimmy,23,SF,"6'8""",236,9/14/89,28,"Houston, TX",USA,N,100,MIN,Minnesota,Timberwolves
9465,Butler,Caron,31,SF,,,3/13/80,38,"Racine, WI",USA,N,,,,
11948,Buycks,Dwight,20,PG,"6'3""",190,3/6/89,29,"Milwaukee, WI",USA,N,88,DET,Detroit,Pistons
9494,Caboclo,Bruno,20,SF,"6'9""",205,9/20/95,22,Osasco,Brazil,N,103,SAC,Sacramento,Kings
9370,Calderon,Jose,81,PG,"6'3""",210,9/26/81,36,Villanueva de la Serena,Spain,N,86,CLE,Cleveland,Cavaliers
9203,Caldwell-Pope,Kentavious,1,SG,"6'5""",205,2/18/93,25,"Thomaston, GA",USA,N,105,LAL,Los Angeles,Lakers
9414,Canaan,Isaiah,2,SG,"6'0""",201,5/21/91,27,"Biloxi, MS",USA,N,104,PHX,Phoenix,Suns
9237,Capela,Clint,15,C,"6'10""",240,5/18/94,24,Geneva,Switzerland,N,109,HOU,Houston,Rockets
13878,Carlisle,Rick,,C,,,1/28/18,0,"Ogdensburg, NY",USA,N,108,DAL,Dallas,Mavericks
9496,Carroll,DeMarre,9,SF,"6'8""",215,7/27/86,31,"Birmingham, AL",USA,N,84,BRO,Brooklyn,Nets
9292,Carter,Vince,15,SF,"6'6""",220,1/26/77,41,"Daytona Beach, FL",USA,N,103,SAC,Sacramento,Kings
9327,Carter-Williams,Michael,10,PG,"6'6""",190,10/10/91,26,"Hamilton, MA",USA,N,93,CHA,Charlotte,Hornets
13860,Caruso,Alex,4,G,"6'5""",186,2/28/94,24,"College Station, TX",USA,Y,105,LAL,Los Angeles,Lakers
9462,Casspi,Omri,18,SF,"6'9""",225,6/20/88,29,Holon,Israel,N,101,GSW,Golden State,Warriors
9461,Cauley-Stein,Willie,0,C,"7'0""",240,8/18/93,24,"Spearville, KS",USA,N,103,SAC,Sacramento,Kings
13845,Cavanaugh,Tyler,34,PF,"6'9""",238,2/9/94,24,"Syracuse, NY",USA,Y,91,ATL,Atlanta,Hawks
9536,Chalmers,Mario,6,PG,"6'2""",190,5/19/86,32,"Anchorage, AK",USA,N,107,MEM,Memphis,Grizzlies
9435,Chandler,Tyson,4,C,"7'1""",240,10/2/82,35,"Hanford, CA",USA,N,104,PHX,Phoenix,Suns
9188,Chandler,Wilson,21,SF,"6'9""",225,5/10/87,31,"Benton Harbor, MI",USA,N,99,DEN,Denver,Nuggets
10144,Chriss,Marquese,,PF,"6'10""",240,7/2/97,20,"Sacramento, CA",USA,N,104,PHX,Phoenix,Suns
9258,Christmas,Rakeem,25,PF,"6'9""",250,12/1/91,26,"Irvington, NJ",USA,N,,,,
10088,Christon,Semaj,6,G,"6'3""",190,11/1/92,25,"Cincinnati, OH",USA,N,,,,
9230,Clark,Ian,21,PG,"6'3""",175,3/7/91,27,"Memphis, TN",USA,N,110,NOP,New Orleans,Pelicans
9283,Clarkson,Jordan,6,SG,"6'5""",194,6/6/92,25,"Tampa, FL",USA,N,86,CLE,Cleveland,Cavaliers
13785,Clavell,Gian,8,SG,,,11/26/93,24,Caguas,Puerto Rico,Y,108,DAL,Dallas,Mavericks
13765,Cleveland,Antonius,10,SG,,,1/31/94,24,"Memphis, TN",USA,Y,91,ATL,Atlanta,Hawks
13910,Clifford,Steve,,C,,,1/28/18,0,,,N,93,CHA,Charlotte,Hornets
9363,Cole,Norris,30,PG,"6'2""",175,10/13/88,29,"Dayton, OH",USA,N,,,,
13737,Collins,John,20,C,"6'10""",235,9/23/97,20,"Layton, UT",USA,Y,91,ATL,Atlanta,Hawks
13784,Collins,Zach,33,C,"7'0""",230,11/19/97,20,"Las Vegas, NV",USA,Y,97,POR,Portland,Trail Blazers
11961,Collinsworth,Kyle,8,PG,"6'6""",210,10/3/91,26,"Provo, UT",USA,N,108,DAL,Dallas,Mavericks
9460,Collison,Darren,2,PG,"6'2""",185,8/23/87,30,"Rancho Cucamonga, CA",USA,N,87,IND,Indiana,Pacers
9389,Collison,Nick,4,C,"6'10""",255,10/26/80,37,"Orange City, IA",USA,N,96,OKL,Oklahoma City,Thunder
9296,Conley,Mike,11,PG,,,10/11/87,30,"Fayetteville, AR",USA,N,107,MEM,Memphis,Grizzlies
9456,Connaughton,Pat,5,SG,"6'5""",210,1/6/93,25,"Arlington, MA",USA,N,97,POR,Portland,Trail Blazers
11981,Cook,Quinn,4,PG,"6'2""",179,3/21/93,25,"Washington, DC",USA,N,101,GSW,Golden State,Warriors
13813,Cooke,Charles,4,SG,"6'5""",196,7/1/94,23,"Trenton, NJ",USA,Y,110,NOP,New Orleans,Pelicans
13812,Cooley,Jack,45,PF,"6'10""",274,4/12/91,27,"Evanston, IL",USA,Y,103,SAC,Sacramento,Kings
11952,Costello,Matt,10,PF,"6'10""",240,8/3/93,24,"Linwood, MI",USA,N,106,SAS,San Antonio,Spurs
9457,Cousins,DeMarcus,0,C,"6'11""",270,8/13/90,27,"Mobile, AL",USA,N,110,NOP,New Orleans,Pelicans
9420,Covington,Robert,33,SF,"6'9""",225,12/14/90,27,"Bellwood, IL",USA,N,85,PHI,Philadelphia,76ers
9448,Crabbe,Allen,33,SG,"6'6""",215,4/9/92,26,"Los Angeles, CA",USA,N,84,BRO,Brooklyn,Nets
13790,Craig,Torrey,3,SF,"6'6""",215,12/19/90,27,"Columbia, SC",USA,Y,99,DEN,Denver,Nuggets
9662,Crawford,Drew,1,SG,,,10/18/90,27,"Naperville, IL",USA,N,,,,
9263,Crawford,Jamal,11,SG,"6'5""",185,3/20/80,38,"Seattle, WA",USA,N,100,MIN,Minnesota,Timberwolves
12221,Crawford,Jordan,,SG,,,10/21/88,29,"Detroit, MI",USA,N,110,NOP,New Orleans,Pelicans
9107,Crowder,Jae,99,PF,"6'6""",235,7/5/90,27,"Villa Rica, GA",USA,N,98,UTA,Utah,Jazz
9359,Cunningham,Dante,33,SF,"6'8""",230,4/21/87,31,"Clinton, MD",USA,N,84,BRO,Brooklyn,Nets
9467,Curry,Seth,30,PG,"6'2""",185,8/23/90,27,"Charlotte, NC",USA,N,108,DAL,Dallas,Mavericks
9218,Curry,Stephen,30,PG,"6'3""",190,3/14/88,30,"Akron, OH",USA,N,101,GSW,Golden State,Warriors
9136,Daniels,Troy,30,SG,"6'4""",205,7/15/91,26,"Roanoke, VA",USA,N,104,PHX,Phoenix,Suns
13940,D'Antoni,Mike,,C,,,1/26/18,0,"Mullens, WV",USA,N,109,HOU,Houston,Rockets
13868,Da Silva Felicio,Cristiano,6,PF,"6'9""",280,7/7/92,25,,,Y,89,CHI,Chicago,Bulls
9453,Davis,Ed,17,PF,"6'10""",245,6/5/89,28,"Washington, DC",USA,N,97,POR,Portland,Trail Blazers
9354,Davis,Anthony,23,PF,"6'10""",253,3/11/93,25,"Chicago, IL",USA,N,110,NOP,New Orleans,Pelicans
10132,Davis,Deyonta,21,C,"6'11""",237,12/2/96,21,"Muskegon, MI",USA,N,107,MEM,Memphis,Grizzlies
9404,Dedmon,Dewayne,14,C,"7'0""",245,8/12/89,28,"Lancaster, CA",USA,N,91,ATL,Atlanta,Hawks
9365,Dejean-Jones,Bryce,31,SG,,,8/21/92,25,"Los Angeles, CA",USA,N,,,,
9238,Dekker,Sam,7,SF,"6'9""",230,5/8/94,24,"Sheboygan, WI",USA,N,102,LAC,Los Angeles,Clippers
10154,Delaney,Malcolm,5,PG,"6'3""",190,3/11/89,29,"Baltimore, MD",USA,N,91,ATL,Atlanta,Hawks
9166,Dellavedova,Matthew,8,PG,"6'4""",198,9/8/90,27,Maryborough,Australia,N,90,MIL,Milwaukee,Bucks
9307,Deng,Luol,9,PF,"6'9""",220,4/16/85,33,Wow,South Sudan,N,105,LAL,Los Angeles,Lakers
9489,DeRozan,DeMar,10,SG,"6'7""",220,8/7/89,28,"Compton, CA",USA,N,81,TOR,Toronto,Raptors
10137,Diallo,Cheick,13,PF,"6'9""",220,9/13/96,21,Kayes,Mali,N,110,NOP,New Orleans,Pelicans
9473,Diaw,Boris,33,PF,"6'8""",250,4/16/82,36,Cormeille-en-Parisis,France,N,,,,
9340,Dieng,Gorgui,5,PF,"6'11""",251,1/18/90,28,Kebemer,Senegal,N,100,MIN,Minnesota,Timberwolves
9209,Dinwiddie,Spencer,8,PG,"6'6""",200,4/6/93,25,"Los Angeles, CA",USA,N,84,BRO,Brooklyn,Nets
13890,Donovan,Billy,,C,,,1/26/18,0,"Rockville Centre, NY",USA,N,96,OKL,Oklahoma City,Thunder
13816,Dorsey,Tyler,2,PG,"6'5""",183,2/18/96,22,"Pasadena, CA",USA,Y,91,ATL,Atlanta,Hawks
13861,Dotson,Damyean,21,SG,"6'5""",210,5/6/94,24,"Houston, TX",USA,Y,83,NYK,New York,Knicks
9364,Douglas,Toney,16,PG,,,3/16/86,32,"Jonesboro, GA",USA,N,,,,
13820,Doyle,Milton,,G,"6'4""",180,10/31/93,24,"Chicago, IL",USA,Y,84,BRO,Brooklyn,Nets
13847,Dozier,PJ,35,G,"6'7""",201,10/25/96,21,"Columbia, SC",USA,Y,96,OKL,Oklahoma City,Thunder
9314,Dragic,Goran,7,PG,"6'3""",190,5/6/86,32,Ljubljana,Slovenia,N,92,MIA,Miami,Heat
13965,Drew II,Larry,27,PG,"6'2""",180,3/3/90,28,"Los Angeles, CA",USA,Y,110,NOP,New Orleans,Pelicans
9202,Drummond,Andre,0,C,"6'11""",279,8/10/93,24,"Mount Vernon, NY",USA,N,88,DET,Detroit,Pistons
9528,Dudley,Jared,3,PF,"6'7""",240,7/10/85,32,"San Diego, CA",USA,N,104,PHX,Phoenix,Suns
9468,Dukan,Duje,26,SF,"6'9""",220,12/4/91,26,Split,Croatia,N,89,CHI,Chicago,Bulls
9482,Duncan,Tim,21,C,"6'11""",250,4/25/76,42,St. Croix,U.S. Virgin Islands,N,,,,
10129,Dunn,Kris,32,PG,"6'4""",210,3/18/94,24,"New London, CT",USA,N,89,CHI,Chicago,Bulls
9386,Durant,Kevin,35,SF,"6'9""",240,9/29/88,29,"Washington, DC",USA,N,101,GSW,Golden State,Warriors
9371,Early,Cleanthony,11,SF,"6'8""",210,4/17/91,27,"Middletown, NY",USA,N,109,HOU,Houston,Rockets
9530,Eddie,Jarell,9,SF,"6'7""",218,10/29/91,26,"Tampa, FL",USA,N,89,CHI,Chicago,Bulls
10120,Ellenson,Henry,8,PF,"6'11""",245,1/13/97,21,"Rice Lake, WI",USA,N,88,DET,Detroit,Pistons
9121,Ellington,Wayne,2,SG,"6'5""",200,11/29/87,30,"Wynnewood, PA",USA,N,92,MIA,Miami,Heat
9253,Ellis,Monta,11,SG,"6'3""",185,10/26/85,32,"Jackson, MS",USA,N,,,,
9418,Embiid,Joel,21,C,"7'0""",250,3/16/94,24,Yaounde,Cameroon,N,85,PHI,Philadelphia,76ers
9330,Ennis,Tyler,10,PG,"6'3""",194,8/24/94,23,Brampton,Canada,N,105,LAL,Los Angeles,Lakers
9367,Ennis III,James,8,SF,"6'7""",210,6/30/90,27,"Ventura, CA",USA,N,88,DET,Detroit,Pistons
9356,Evans,Tyreke,12,SG,"6'6""",220,9/19/89,28,"Chester, PA",USA,N,107,MEM,Memphis,Grizzlies
13858,Evans,Jawun,1,PG,"6'0""",190,7/26/96,21,"Greenville, SC",USA,Y,102,LAC,Los Angeles,Clippers
9182,Evans,Jeremy,21,SF,"6'9""",200,10/24/87,30,"Crossett, AR",USA,N,91,ATL,Atlanta,Hawks
9509,Exum,Dante,11,G,"6'6""",190,7/13/95,22,Melbourne,Australia,N,98,UTA,Utah,Jazz
14159,Fair,C.J.,,F,"6'8""",218,9/12/91,26,"Baltimore, MD",USA,Y,89,CHI,Chicago,Bulls
9189,Faried,Kenneth,35,PF,"6'8""",228,11/19/89,28,"Newark, NJ",USA,N,99,DEN,Denver,Nuggets
9305,Farmar,Jordan,20,PG,,,11/30/86,31,"Los Angeles, CA",USA,N,,,,
9505,Favors,Derrick,15,PF,"6'10""",265,7/15/91,26,"Atlanta, GA",USA,N,98,UTA,Utah,Jazz
10161,Felder,Kay,20,PG,"5'9""",176,3/29/95,23,"Detroit, MI",USA,N,88,DET,Detroit,Pistons
9156,Felicio,Cristiano,6,C,"6'9""",280,7/7/92,25,Pouso Alegre,Brazil,N,89,CHI,Chicago,Bulls
13809,Felix,Carrick,21,SG,"6'6""",201,8/17/90,27,"Las Vegas, AZ",USA,Y,94,WAS,Washington,Wizards
9175,Felton,Raymond,2,PG,"6'1""",205,6/26/84,33,"Marion, SC",USA,N,96,OKL,Oklahoma City,Thunder
13748,Ferguson,Terrance,23,SG,"6'7""",184,5/17/98,20,"Tulsa, OK",USA,Y,96,OKL,Oklahoma City,Thunder
10179,Ferrell,Yogi,11,PG,"6'0""",180,5/9/93,25,"Indianapolis, IN",USA,N,108,DAL,Dallas,Mavericks
10117,Finney-Smith,Dorian,10,F,"6'8""",220,5/4/93,25,"Portsmouth, VA",USA,N,108,DAL,Dallas,Mavericks
13923,Fizdale,David,,C,,,1/28/18,0,,,N,107,MEM,Memphis,Grizzlies
10110,Forbes,Bryn,11,SG,"6'3""",190,7/23/93,24,"Lansing, MI",USA,N,106,SAS,San Antonio,Spurs
9399,Fournier,Evan,10,SG,"6'7""",205,10/29/92,25,Saint-Maurice,France,N,95,ORL,Orlando,Magic
13732,Fox,De'Aaron,5,PG,"6'3""",175,12/20/97,20,"New Orleans, LA",USA,Y,103,SAC,Sacramento,Kings
9391,Foye,Randy,2,SG,"6'4""",218,9/24/83,34,"Newark, NJ",USA,N,,,,
9366,Frazier,Tim,8,PG,"6'1""",170,11/1/90,27,"Houston, TX",USA,N,94,WAS,Washington,Wizards
9552,Fredette,Jimmer,,PG,,,2/25/89,29,"Glens Falls, NY",USA,N,,,,
9159,Frye,Channing,8,C,"6'11""",255,5/16/83,35,"White Plains, NY",USA,N,105,LAL,Los Angeles,Lakers
13729,Fultz,Markelle,20,G,"6'4""",200,5/29/98,20,"Upper Marlboro, MD",USA,Y,85,PHI,Philadelphia,76ers
9187,Gallinari,Danilo,8,SF,"6'10""",225,8/8/88,29,Sant'Angelo Lodigiano,Italy,N,102,LAC,Los Angeles,Clippers
9372,Galloway,Langston,9,PG,"6'2""",200,12/9/91,26,"Baton Rouge, LA",USA,N,88,DET,Detroit,Pistons
11883,Garino,Patricio,,SG,"6'6""",203,5/17/93,25,Buenos Aires,Argentina,N,,,,
9149,Gasol,Pau,16,C,"7'0""",250,7/6/80,37,Barcelona,Spain,N,106,SAS,San Antonio,Spurs
9295,Gasol,Marc,33,C,"7'1""",255,1/29/85,33,Barcelona,Spain,N,107,MEM,Memphis,Grizzlies
