Player_ID,LastName,FirstName,Jersey_Num,Position,Height,Weight,Birth_Date,Age,Birth_City,Birth_Country,Rookie,Team_ID,Team_Abbr.,Team_City,Team_Name,GamesPlayed,Fg2PtAtt,Fg2PtMade,Fg3PtAtt,Fg3PtMade,FtAtt,FtMade
9325,Antetokounmpo,Giannis,34,SF,"6'11""",222,12/6/94,23,Athens,Greece,N,90,MIL,Milwaukee,Bucks,75,1262,699,140,43,641,487
9369,Anthony,Carmelo,7,PF,"6'8""",240,5/29/84,34,"New York, NY",USA,N,96,OKL,Oklahoma City,Thunder,78,695,303,474,169,193,148
13750,Anunoby,OG,3,SF,"6'8""",235,7/17/97,20,London,United Kingdom,Y,81,TOR,Toronto,Raptors,74,149,90,197,73,62,39
11884,Arcidiacono,Ryan,10,G,"6'3""",195,3/26/94,24,"Langhorne, PA",USA,Y,89,CHI,Chicago,Bulls,24,10,8,31,9,6,5
9235,Ariza,Trevor,1,SF,"6'8""",215,6/30/85,32,"Miami, FL",USA,N,109,HOU,Houston,Rockets,67,189,98,462,170,89,76
9198,Arthur,Darrell,0,PF,"6'9""",235,3/25/88,30,"Dallas, TX",USA,N,99,DEN,Denver,Nuggets,19,24,14,23,8,3,2
13805,Artis,Jamiel,,SG,"6'7""",213,1/12/93,25,"Baltimore, MD",USA,Y,95,ORL,Orlando,Magic,15,50,23,29,8,12,7
9358,Asik,Omer,3,C,"7'0""",255,7/3/86,31,Bursa,Turkey,N,89,CHI,Chicago,Bulls,18,22,9,0,0,13,4
13941,Atkinson,Kenny,,C,,,1/25/18,0,,,N,84,BRO,Brooklyn,Nets,1,0,0,0,0,0,0
9190,Augustin,D.J.,14,PG,"6'0""",183,11/10/87,30,"New Orleans, LA",USA,N,95,ORL,Orlando,Magic,75,267,130,272,114,189,164
9360,Babbitt,Luke,8,PF,"6'9""",225,6/19/89,28,"Cincinnati, OH",USA,N,92,MIA,Miami,Heat,50,59,31,156,60,22,17
13788,Bacon,Dwayne,7,SF,"6'7""",221,8/30/95,22,"Lakeland, FL",USA,Y,93,CHA,Charlotte,Hornets,53,150,61,43,11,25,20
10102,Baker,Ron,31,PG,"6'4""",220,3/30/93,25,"Hays, KS",USA,N,83,NYK,New York,Knicks,29,26,9,33,11,27,20
10131,Baldwin IV,Wade,4,G,"6'4""",202,3/26/96,22,"Belle Mead, NJ",USA,N,97,POR,Portland,Trail Blazers,7,16,10,5,4,10,6
13728,Ball,Lonzo,2,PG,"6'6""",190,10/27/97,20,"Anaheim, CA",USA,Y,105,LAL,Los Angeles,Lakers,52,269,113,295,90,71,32
9180,Barea,J.J.,5,SG,"6'0""",185,6/26/84,33,Mayaguez,Puerto Rico,N,108,DAL,Dallas,Mavericks,69,377,188,313,115,102,80
9220,Barnes,Harrison,40,SF,"6'8""",225,5/30/92,26,"Ames, IA",USA,N,108,DAL,Dallas,Mavericks,77,874,418,333,119,313,259
9197,Barton,Will,5,SG,"6'6""",190,1/6/91,27,"Baltimore, MD",USA,N,99,DEN,Denver,Nuggets,81,606,309,423,156,226,182
9133,Batum,Nicolas,5,SG,"6'8""",200,12/14/88,29,Lisieux,France,N,93,CHA,Charlotte,Hornets,64,376,178,274,92,130,108
9323,Bayless,Jerryd,0,PG,"6'3""",200,8/20/88,29,"Phoenix, AZ",USA,N,85,PHI,Philadelphia,76ers,39,116,55,146,54,44,35
9211,Baynes,Aron,46,C,"6'10""",260,12/9/86,31,Gisborne,New Zealand,N,82,BOS,Boston,Celtics,81,425,207,21,3,78,59
9086,Bazemore,Kent,24,SG,"6'5""",201,7/1/89,28,"Kelford, NC",USA,N,91,ATL,Atlanta,Hawks,65,402,176,274,108,201,160
9523,Beal,Bradley,3,SG,"6'5""",207,6/28/93,24,"St. Louis, MO",USA,N,94,WAS,Washington,Wizards,82,954,484,530,199,369,292
10133,Beasley,Malik,25,SG,"6'5""",196,11/26/96,21,"Atlanta, GA",USA,N,99,DEN,Denver,Nuggets,61,96,45,82,28,33,22
9245,Beasley,Michael,8,PF,"6'9""",235,1/9/89,29,"Frederick, MD",USA,N,83,NYK,New York,Knicks,74,719,375,85,34,159,124
9470,Belinelli,Marco,3,SG,"6'5""",210,3/24/86,32,Bologna,Italy,N,85,PHI,Philadelphia,76ers,80,368,188,395,149,163,148
13764,Bell,Jordan,2,PF,"6'9""",224,1/7/95,23,"Los Angeles, CA",USA,Y,101,GSW,Golden State,Warriors,57,181,116,4,0,44,30
10156,Bembry,DeAndre',95,SF,"6'6""",210,7/4/94,23,"Charlotte, NC",USA,N,91,ATL,Atlanta,Hawks,26,98,42,30,11,33,19
10143,Bender,Dragan,35,PF,"7'1""",225,11/17/97,20,Capljina,Bosnia and Herzegovina,N,104,PHX,Phoenix,Suns,82,162,69,322,118,51,39
9544,Bennett,Anthony,13,PF,,,3/14/93,25,Toronto,Canada,N,84,BRO,Brooklyn,Nets,0,0,0,0,0,0,0
10109,Bertans,Davis,42,PF,"6'10""",210,11/12/92,25,Valmiera,Latvia,N,106,SAS,San Antonio,Spurs,77,114,67,252,94,49,40
9239,Beverley,Patrick,21,PG,"6'1""",185,7/12/88,29,"Chicago, IL",USA,N,102,LAC,Los Angeles,Clippers,11,59,24,60,24,17,14
13929,Bickerstaff,John-Blair,,C,,,1/27/18,0,,,N,107,MEM,Memphis,Grizzlies,3,0,0,0,0,0,0
13804,Birch,Khem,24,PF,"6'9""",220,9/28/92,25,Montreal,Canada,Y,95,ORL,Orlando,Magic,41,126,68,0,0,61,42
13771,Bird,Jabari,26,SG,"6'6""",198,7/3/94,23,"Walnut Creek, CA",USA,Y,82,BOS,Boston,Celtics,13,19,12,7,3,13,6
9497,Biyombo,Bismack,11,C,"6'9""",255,8/28/92,25,Lubumbashi,Democratic Republic of the Congo,N,95,ORL,Orlando,Magic,82,350,183,1,0,157,102
9348,Bjelica,Nemanja,8,SF,"6'10""",230,5/9/88,30,Belgrade,Serbia,N,100,MIN,Minnesota,Timberwolves,67,187,95,183,76,45,36
9284,Black,Tarik,28,PF,"6'9""",250,11/22/91,26,"Memphis, TN",USA,N,109,HOU,Houston,Rockets,51,116,74,11,1,63,29
13864,Blakeney,Antonio,9,PG,"6'4""",197,10/4/96,21,"Watertown, NY",USA,Y,89,CHI,Chicago,Bulls,19,90,37,53,16,39,30
9428,Bledsoe,Eric,6,PG,"6'1""",205,12/9/89,28,"Birmingham, AL",USA,N,90,MIL,Milwaukee,Bucks,74,631,343,360,125,318,252
13867,Blue,Vander,,SG,,,7/17/92,25,"Milwaukee, WI",USA,Y,105,LAL,Los Angeles,Lakers,5,3,1,2,0,2,1
13726,Bogdanovic,Bogdan,8,SG,"6'6""",205,8/18/92,25,Belgrade,Serbia,Y,103,SAC,Sacramento,Kings,78,443,215,329,129,119,100
9114,Bogdanovic,Bojan,44,SF,"6'8""",230,4/18/89,29,Mostar,Bosnia and Herzegovina,N,87,IND,Indiana,Pacers,80,466,249,386,155,205,178
9217,Bogut,Andrew,12,C,,,11/28/84,33,Melbourne,Australia,N,105,LAL,Los Angeles,Lakers,24,25,17,0,0,2,2
10106,Bolomboy,Joel,21,PF,,,1/28/94,24,Kiev,Ukraine,N,90,MIL,Milwaukee,Bucks,6,5,3,1,0,6,3
9434,Booker,Devin,1,SG,"6'6""",210,10/30/96,21,"Grand Rapids, MI",USA,N,104,PHX,Phoenix,Suns,54,670,308,384,147,329,289
9508,Booker,Trevor,35,PF,"6'8""",228,11/24/87,30,"Newberry, SC",USA,N,87,IND,Indiana,Pacers,68,309,169,34,8,93,66
13766,Boucher,Chris,25,PF,"6'10""",200,1/11/93,25,Castries,Saint Lucia,Y,101,GSW,Golden State,Warriors,1,0,0,1,0,0,0
9097,Bradley,Avery,22,SG,"6'2""",180,11/25/90,27,"Tacoma, WA",USA,N,102,LAC,Los Angeles,Clippers,46,422,184,203,75,82,63
13754,Bradley,Tony,13,C,"6'10""",248,1/8/98,20,"Bartow, FL",USA,Y,98,UTA,Utah,Jazz,9,10,3,1,0,2,2
9240,Brewer,Corey,3,SF,"6'9""",186,3/4/86,32,"Portland, TN",USA,N,96,OKL,Oklahoma City,Thunder,72,206,111,110,31,90,65
10127,Brogdon,Malcolm,13,SG,"6'5""",215,12/11/92,25,"Atlanta, GA",USA,N,90,MIL,Milwaukee,Bucks,48,342,182,161,62,85,75
9154,Brooks,Aaron,30,PG,"6'0""",161,1/14/85,33,"Seattle, WA",USA,N,100,MIN,Minnesota,Timberwolves,32,38,17,31,11,11,8
13786,Brooks,Dillon,24,SF,"6'6""",220,1/22/96,22,Mississauga,Canada,Y,107,MEM,Memphis,Grizzlies,82,508,246,264,94,166,124
14161,Brooks,MarShon,,SG,"6'5""",200,1/25/89,29,"Long Branch, NJ",USA,Y,107,MEM,Memphis,Grizzlies,7,70,32,32,19,23,20
13937,Brooks,Scott,,C,,,1/27/18,0,"French Camp, CA",USA,N,94,WAS,Washington,Wizards,1,0,0,0,0,0,0
9289,Brown,Anthony,21,SF,"6'7""",224,10/10/92,25,"Bellflower, CA",USA,N,100,MIN,Minnesota,Timberwolves,1,0,0,1,1,0,0
10147,Brown,Bobby,8,PG,,,9/24/84,33,"Versailles, OH",USA,N,109,HOU,Houston,Rockets,20,18,8,40,11,2,1
13922,Brown,Brett,,C,,,1/27/18,0,,,N,85,PHI,Philadelphia,76ers,3,0,0,0,0,0,0
10090,Brown,Jaylen,7,SF,"6'7""",225,10/24/96,21,"Marietta, GA",USA,N,82,BOS,Boston,Celtics,70,496,252,306,121,233,150
9216,Brown,Lorenzo,17,PG,"6'5""",189,8/26/90,27,"Roswell, GA",USA,N,81,TOR,Toronto,Raptors,14,22,12,12,2,2,2
9115,Brown,Markel,26,SG,"6'3""",190,1/29/92,26,"Pineville, LA",USA,N,109,HOU,Houston,Rockets,4,2,1,5,1,0,0
13789,Brown,Sterling,23,SG,"6'6""",230,2/10/95,23,"Maywood, IL",USA,Y,90,MIL,Milwaukee,Bucks,54,114,50,91,32,24,21
10118,Brussino,Nicolas,9,F,,,3/2/93,25,Santa Fe,Argentina,N,91,ATL,Atlanta,Hawks,4,0,0,2,0,0,0
13856,Bryant,Thomas,31,C,"6'10""",248,7/31/97,20,"Rochester, NY",USA,Y,105,LAL,Los Angeles,Lakers,15,11,7,10,1,9,5
13875,Budenholzer,Michael,,C,,,1/27/18,0,,,N,91,ATL,Atlanta,Hawks,2,0,0,0,0,0,0
9204,Bullock,Reggie,25,SF,"6'7""",205,3/16/91,27,"Baltimore, MD",USA,N,88,DET,Detroit,Pistons,62,265,142,281,125,49,39
9504,Burke,Trey,23,PG,"6'1""",191,11/12/92,25,"Columbus, OH",USA,N,83,NYK,New York,Knicks,36,279,155,105,38,57,37
9507,Burks,Alec,10,SG,"6'6""",214,7/20/91,26,"Grandview, MO",USA,N,98,UTA,Utah,Jazz,64,272,123,142,47,124,107
9152,Butler,Jimmy,23,SF,"6'8""",236,9/14/89,28,"Houston, TX",USA,N,100,MIN,Minnesota,Timberwolves,59,721,367,200,70,425,363
11948,Buycks,Dwight,20,PG,"6'3""",190,3/6/89,29,"Milwaukee, WI",USA,N,88,DET,Detroit,Pistons,29,153,67,45,15,41,36
9494,Caboclo,Bruno,20,SF,"6'9""",205,9/20/95,22,Osasco,Brazil,N,103,SAC,Sacramento,Kings,12,14,6,17,3,6,5
9370,Calderon,Jose,81,PG,"6'3""",210,9/26/81,36,Villanueva de la Serena,Spain,N,86,CLE,Cleveland,Cavaliers,57,88,48,97,45,30,24
9203,Caldwell-Pope,Kentavious,1,SG,"6'5""",205,2/18/93,25,"Thomaston, GA",USA,N,105,LAL,Los Angeles,Lakers,74,383,181,414,159,194,153
9414,Canaan,Isaiah,2,SG,"6'0""",201,5/21/91,27,"Biloxi, MS",USA,N,104,PHX,Phoenix,Suns,20,71,30,66,22,51,46
9237,Capela,Clint,15,C,"6'10""",240,5/18/94,24,Geneva,Switzerland,N,109,HOU,Houston,Rockets,74,675,441,1,0,257,144
13878,Carlisle,Rick,,C,,,1/28/18,0,"Ogdensburg, NY",USA,N,108,DAL,Dallas,Mavericks,4,0,0,0,0,0,0
9496,Carroll,DeMarre,9,SF,"6'8""",215,7/27/86,31,"Birmingham, AL",USA,N,84,BRO,Brooklyn,Nets,73,394,180,391,145,246,188
9292,Carter,Vince,15,SF,"6'6""",220,1/26/77,41,"Daytona Beach, FL",USA,N,103,SAC,Sacramento,Kings,58,119,57,165,57,37,28
9327,Carter-Williams,Michael,10,PG,"6'6""",190,10/10/91,26,"Hamilton, MA",USA,N,93,CHA,Charlotte,Hornets,52,170,62,59,14,89,73
13860,Caruso,Alex,4,G,"6'5""",186,2/28/94,24,"College Station, TX",USA,Y,105,LAL,Los Angeles,Lakers,37,73,37,43,13,30,21
9462,Casspi,Omri,18,SF,"6'9""",225,6/22/88,29,Holon,Israel,N,101,GSW,Golden State,Warriors,53,185,110,22,10,69,50
9461,Cauley-Stein,Willie,0,C,"7'0""",240,8/18/93,24,"Spearville, KS",USA,N,103,SAC,Sacramento,Kings,73,759,385,13,3,247,153
13845,Cavanaugh,Tyler,34,PF,"6'9""",238,2/9/94,24,"Syracuse, NY",USA,Y,91,ATL,Atlanta,Hawks,39,63,35,89,32,21,17
9536,Chalmers,Mario,6,PG,"6'2""",190,5/19/86,32,"Anchorage, AK",USA,N,107,MEM,Memphis,Grizzlies,66,252,115,191,53,138,118
9435,Chandler,Tyson,4,C,"7'1""",240,10/2/82,35,"Hanford, CA",USA,N,104,PHX,Phoenix,Suns,46,187,121,0,0,94,58
9188,Chandler,Wilson,21,SF,"6'9""",225,5/10/87,31,"Benton Harbor, MI",USA,N,99,DEN,Denver,Nuggets,74,386,193,246,88,114,88
10144,Chriss,Marquese,,PF,"6'10""",240,7/2/97,20,"Sacramento, CA",USA,N,104,PHX,Phoenix,Suns,72,287,146,190,56,158,96
9230,Clark,Ian,21,PG,"6'3""",175,3/7/91,27,"Memphis, TN",USA,N,110,NOP,New Orleans,Pelicans,74,300,160,195,62,59,45
9283,Clarkson,Jordan,6,SG,"6'5""",194,6/6/92,25,"Tampa, FL",USA,N,86,CLE,Cleveland,Cavaliers,81,636,318,318,112,190,152
13785,Clavell,Gian,8,SG,,,11/26/93,24,Caguas,Puerto Rico,Y,108,DAL,Dallas,Mavericks,7,3,0,15,6,2,2
13765,Cleveland,Antonius,10,SG,,,1/31/94,24,"Memphis, TN",USA,Y,91,ATL,Atlanta,Hawks,17,17,5,4,3,6,4
13910,Clifford,Steve,,C,,,1/28/18,0,,,N,93,CHA,Charlotte,Hornets,2,0,0,0,0,0,0
13737,Collins,John,20,C,"6'10""",235,9/23/97,20,"Layton, UT",USA,Y,91,ATL,Atlanta,Hawks,74,499,298,47,16,186,133
13784,Collins,Zach,33,C,"7'0""",230,11/19/97,20,"Las Vegas, NV",USA,Y,97,POR,Portland,Trail Blazers,66,177,80,113,35,42,27
11961,Collinsworth,Kyle,8,PG,"6'6""",210,10/3/91,26,"Provo, UT",USA,N,108,DAL,Dallas,Mavericks,32,82,34,17,4,40,21
9460,Collison,Darren,2,PG,"6'2""",185,8/23/87,30,"Rancho Cucamonga, CA",USA,N,87,IND,Indiana,Pacers,69,433,220,205,96,143,127
9389,Collison,Nick,4,C,"6'10""",255,10/26/80,37,"Orange City, IA",USA,N,96,OKL,Oklahoma City,Thunder,15,19,13,0,0,13,5
9296,Conley,Mike,11,PG,,,10/11/87,30,"Fayetteville, AR",USA,N,107,MEM,Memphis,Grizzlies,12,91,40,77,24,66,53
9456,Connaughton,Pat,5,SG,"6'5""",210,1/6/93,25,"Arlington, MA",USA,N,97,POR,Portland,Trail Blazers,82,180,91,210,74,44,37
11981,Cook,Quinn,4,PG,"6'2""",179,3/23/93,25,"Washington, DC",USA,N,101,GSW,Golden State,Warriors,33,148,76,104,46,25,22
13813,Cooke,Charles,4,SG,"6'5""",196,7/1/94,23,"Trenton, NJ",USA,Y,110,NOP,New Orleans,Pelicans,13,6,1,8,1,2,1
13812,Cooley,Jack,45,PF,"6'10""",274,4/12/91,27,"Evanston, IL",USA,Y,103,SAC,Sacramento,Kings,7,27,13,0,0,19,14
11952,Costello,Matt,10,PF,"6'10""",240,8/5/93,24,"Linwood, MI",USA,N,106,SAS,San Antonio,Spurs,4,4,2,0,0,0,0
9457,Cousins,DeMarcus,0,C,"6'11""",270,8/13/90,27,"Mobile, AL",USA,N,110,NOP,New Orleans,Pelicans,48,570,302,294,104,394,294
9420,Covington,Robert,33,SF,"6'9""",225,12/14/90,27,"Bellwood, IL",USA,N,85,PHI,Philadelphia,76ers,80,286,142,549,203,136,116
9448,Crabbe,Allen,33,SG,"6'6""",215,4/9/92,26,"Los Angeles, CA",USA,N,84,BRO,Brooklyn,Nets,75,295,136,532,201,135,115
13790,Craig,Torrey,3,SF,"6'6""",215,12/19/90,27,"Columbia, SC",USA,Y,99,DEN,Denver,Nuggets,39,79,45,58,17,35,22
9263,Crawford,Jamal,11,SG,"6'5""",185,3/20/80,38,"Seattle, WA",USA,N,100,MIN,Minnesota,Timberwolves,80,429,204,314,104,113,102
12221,Crawford,Jordan,,SG,,,10/23/88,29,"Detroit, MI",USA,N,110,NOP,New Orleans,Pelicans,5,13,4,14,8,1,1
9107,Crowder,Jae,99,PF,"6'6""",235,7/5/90,27,"Villa Rica, GA",USA,N,98,UTA,Utah,Jazz,80,330,161,341,110,148,121
9359,Cunningham,Dante,33,SF,"6'8""",230,4/21/87,31,"Clinton, MD",USA,N,84,BRO,Brooklyn,Nets,73,196,106,168,58,52,31
9467,Curry,Seth,30,PG,"6'2""",185,8/23/90,27,"Charlotte, NC",USA,N,108,DAL,Dallas,Mavericks,0,0,0,0,0,0,0
9218,Curry,Stephen,30,PG,"6'3""",190,3/14/88,30,"Akron, OH",USA,N,101,GSW,Golden State,Warriors,51,363,216,501,212,302,278
9136,Daniels,Troy,30,SG,"6'4""",205,7/15/91,26,"Roanoke, VA",USA,N,104,PHX,Phoenix,Suns,79,117,49,458,183,64,56
13940,D'Antoni,Mike,,C,,,1/28/18,0,"Mullens, WV",USA,N,109,HOU,Houston,Rockets,1,0,0,0,0,0,0
13868,Da Silva Felicio,Cristiano,6,PF,"6'9""",280,7/7/92,25,,,Y,89,CHI,Chicago,Bulls,0,0,0,0,0,0,0
9354,Davis,Anthony,23,PF,"6'10""",253,3/11/93,25,"Chicago, IL",USA,N,110,NOP,New Orleans,Pelicans,75,1300,725,162,55,598,495
10132,Davis,Deyonta,21,C,"6'11""",237,12/2/96,21,"Muskegon, MI",USA,N,107,MEM,Memphis,Grizzlies,62,265,161,0,0,57,38
9453,Davis,Ed,17,PF,"6'10""",245,6/5/89,28,"Washington, DC",USA,N,97,POR,Portland,Trail Blazers,78,291,170,1,0,111,74
9404,Dedmon,Dewayne,14,C,"7'0""",245,8/12/89,28,"Lancaster, CA",USA,N,91,ATL,Atlanta,Hawks,62,336,200,141,50,86,67
9238,Dekker,Sam,7,SF,"6'9""",230,5/8/94,24,"Sheboygan, WI",USA,N,102,LAC,Los Angeles,Clippers,73,199,118,60,10,56,37
10154,Delaney,Malcolm,5,PG,"6'3""",190,3/11/89,29,"Baltimore, MD",USA,N,91,ATL,Atlanta,Hawks,54,161,63,124,46,92,74
9166,Dellavedova,Matthew,8,PG,"6'4""",198,9/8/90,27,Maryborough,Australia,N,90,MIL,Milwaukee,Bucks,38,74,26,78,29,27,25
9307,Deng,Luol,9,PF,"6'9""",220,4/16/85,33,Wow,South Sudan,N,105,LAL,Los Angeles,Lakers,1,2,1,0,0,0,0
9489,DeRozan,DeMar,10,SG,"6'7""",220,8/7/89,28,"Compton, CA",USA,N,81,TOR,Toronto,Raptors,80,1126,556,287,89,559,461
10137,Diallo,Cheick,13,PF,"6'9""",220,9/13/96,21,Kayes,Mali,N,110,NOP,New Orleans,Pelicans,52,176,102,0,0,66,50
9340,Dieng,Gorgui,5,PF,"6'11""",251,1/18/90,28,Kebemer,Senegal,N,100,MIN,Minnesota,Timberwolves,79,327,167,61,19,102,79
9209,Dinwiddie,Spencer,8,PG,"6'6""",200,4/6/93,25,"Los Angeles, CA",USA,N,84,BRO,Brooklyn,Nets,80,405,183,433,141,268,218
13890,Donovan,Billy,,C,,,1/28/18,0,"Rockville Centre, NY",USA,N,96,OKL,Oklahoma City,Thunder,1,0,0,0,0,0,0
13816,Dorsey,Tyler,2,PG,"6'5""",183,2/18/96,22,"Pasadena, CA",USA,Y,91,ATL,Atlanta,Hawks,56,184,72,200,72,63,45
13861,Dotson,Damyean,21,SG,"6'5""",210,5/6/94,24,"Houston, TX",USA,Y,83,NYK,New York,Knicks,44,93,50,68,22,23,16
13820,Doyle,Milton,,G,"6'4""",180,10/31/93,24,"Chicago, IL",USA,Y,84,BRO,Brooklyn,Nets,10,24,9,23,4,8,4
13847,Dozier,PJ,35,G,"6'7""",201,10/25/96,21,"Columbia, SC",USA,Y,96,OKL,Oklahoma City,Thunder,2,2,1,0,0,0,0
9314,Dragic,Goran,7,PG,"6'3""",190,5/6/86,32,Ljubljana,Slovenia,N,92,MIA,Miami,Heat,75,775,373,300,111,271,217
13965,Drew II,Larry,27,PG,"6'2""",180,3/3/90,28,"Los Angeles, CA",USA,Y,110,NOP,New Orleans,Pelicans,10,15,4,9,3,0,0
9202,Drummond,Andre,0,C,"6'11""",279,8/10/93,24,"Mount Vernon, NY",USA,N,88,DET,Detroit,Pistons,78,870,466,11,0,395,239
9528,Dudley,Jared,3,PF,"6'7""",240,7/10/85,32,"San Diego, CA",USA,N,104,PHX,Phoenix,Suns,48,42,19,80,29,35,27
9468,Dukan,Duje,26,SF,"6'9""",220,12/4/91,26,Split,Croatia,N,89,CHI,Chicago,Bulls,0,0,0,0,0,0,0
10129,Dunn,Kris,32,PG,"6'4""",210,3/18/94,24,"New London, CT",USA,N,89,CHI,Chicago,Bulls,52,532,243,134,43,115,84
9386,Durant,Kevin,35,SF,"6'9""",240,9/29/88,29,"Washington, DC",USA,N,101,GSW,Golden State,Warriors,68,808,457,413,173,404,359
9371,Early,Cleanthony,11,SF,"6'8""",210,4/17/91,27,"Middletown, NY",USA,N,109,HOU,Houston,Rockets,0,0,0,0,0,0,0
9530,Eddie,Jarell,9,SF,"6'7""",218,10/29/91,26,"Tampa, FL",USA,N,89,CHI,Chicago,Bulls,3,0,0,2,0,0,0
10120,Ellenson,Henry,8,PF,"6'11""",245,1/13/97,21,"Rice Lake, WI",USA,N,88,DET,Detroit,Pistons,38,86,33,60,20,29,25
9121,Ellington,Wayne,2,SG,"6'5""",200,11/29/87,30,"Wynnewood, PA",USA,N,92,MIA,Miami,Heat,77,121,58,579,227,78,67
9418,Embiid,Joel,21,C,"7'0""",250,3/16/94,24,Yaounde,Cameroon,N,85,PHI,Philadelphia,76ers,63,839,444,214,66,467,359
9330,Ennis,Tyler,10,PG,"6'3""",194,8/24/94,23,Brampton,Canada,N,105,LAL,Los Angeles,Lakers,54,168,80,56,14,29,22
9367,Ennis III,James,8,SF,"6'7""",210,6/30/90,27,"Ventura, CA",USA,N,88,DET,Detroit,Pistons,72,231,131,153,51,116,97
13858,Evans,Jawun,1,PG,"6'0""",190,7/26/96,21,"Greenville, SC",USA,Y,102,LAC,Los Angeles,Clippers,48,198,74,54,15,49,38
9182,Evans,Jeremy,21,SF,"6'9""",200,10/24/87,30,"Crossett, AR",USA,N,91,ATL,Atlanta,Hawks,1,1,1,0,0,0,0
9356,Evans,Tyreke,12,SG,"6'6""",220,9/19/89,28,"Chester, PA",USA,N,107,MEM,Memphis,Grizzlies,52,523,252,286,114,209,164
9509,Exum,Dante,11,G,"6'6""",190,7/13/95,22,Melbourne,Australia,N,98,UTA,Utah,Jazz,14,69,37,18,5,31,25
9222,Ezeli,Festus,31,C,"6'11""",265,10/21/89,28,Benin City,Nigeria,N,101,GSW,Golden State,Warriors,0,0,0,0,0,0,0
14159,Fair,C.J.,,F,"6'8""",218,9/12/91,26,"Baltimore, MD",USA,Y,89,CHI,Chicago,Bulls,0,0,0,0,0,0,0
9189,Faried,Kenneth,35,PF,"6'8""",228,11/19/89,28,"Newark, NJ",USA,N,99,DEN,Denver,Nuggets,33,147,76,1,0,51,36
9505,Favors,Derrick,15,PF,"6'10""",265,7/15/91,26,"Atlanta, GA",USA,N,98,UTA,Utah,Jazz,77,639,381,63,14,215,140
10161,Felder,Kay,20,PG,"5'9""",176,3/29/95,23,"Detroit, MI",USA,N,88,DET,Detroit,Pistons,16,51,17,19,4,12,11
9156,Felicio,Cristiano,6,C,"6'9""",280,7/7/92,25,Pouso Alegre,Brazil,N,89,CHI,Chicago,Bulls,55,213,127,2,0,81,54
13809,Felix,Carrick,21,SG,"6'6""",201,8/17/90,27,"Las Vegas, AZ",USA,Y,94,WAS,Washington,Wizards,0,0,0,0,0,0,0
